date,hour,ma_ck,title,weekday,title_new
2023-02-08,17.1,MSN,MSN12002: Thông báo ngày đăng ký cuối cùng trả lãi Trái Phiếu MSN12002 kỳ tính lãi 06,Wednesday,cuối_cùng trả_lãi trái_phiếu kỳ tính lãi
2023-02-08,17.1,MSN,MSN121015: Công văn làm rõ nội dung NQ HDQT trong BCQT 2022,Wednesday,công_văn làm rõ nội_dung nq hdqt
2023-02-07,9.0,MSN,MSN121015: Đính chính nội dung tại Bảng kết quả kinh doanh tại trang 8 của thông cáo báo chí tình hình KQKD Quý 4/2022 (bản tiếng Anh),Tuesday,đính_chính nội_dung bảng kết_quả kinh_doanh trang thông_cáo báo_chí tình_hình kqkd tiếng
2023-02-07,9.0,MSN,MSN121015: Đính chính nội dung tại dòng 25 trang 5 và Bảng KQKD trong thông cáo báo chí tình hình KQDK Quý 4/2022,Tuesday,đính_chính nội_dung dòng trang bảng kqkd thông_cáo báo_chí tình_hình kqdk
2023-02-07,8.4,MSN,MSN121015: Thông cáo báo chí tình hình kết quả kinh doanh quý 4/2022 (chưa kiểm toán),Tuesday,thông_cáo báo_chí tình_hình kết_quả kinh_doanh chưa kiểm_toán
2023-02-06,17.1,MSN,MSN: Làm rõ nội dung Nghị quyết HĐQT trong Báo cáo tình hình quản trị công ty năm 2022,Monday,làm rõ nội_dung nghị_quyết hđqt báo_cáo tình_hình quản_trị công_ty
2023-02-03,16.5,MSN,"MSN12002: Báo cáo định kỳ thanh toán gốc, lãi trái phiếu doanh nghiệp",Friday,báo_cáo định_kỳ thanh_toán gốc lãi trái_phiếu
2023-02-03,16.5,MSN,"MSN12005: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu doanh nghiệp",Friday,báo_cáo định_kỳ tình_hình thanh_toán gốc lãi trái_phiếu
2023-02-03,16.5,MSN,"MSN121015: Báo cáo định kỳ thanh toán gốc, lãi trái phiếu doanh nghiệp",Friday,báo_cáo định_kỳ thanh_toán gốc lãi trái_phiếu
2023-02-03,16.5,MSN,"MSN12001: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu doanh",Friday,báo_cáo định_kỳ tình_hình thanh_toán gốc lãi trái_phiếu
2023-02-03,16.5,MSN,"MSN120007: Báo cáo định kỳ tình hình thanh toán gốc, lãi trái phiếu doanh nghiệp",Friday,báo_cáo định_kỳ tình_hình thanh_toán gốc lãi trái_phiếu
2023-02-02,16.3,MSN,MSN121015: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-01,17.3,MSN,MSN: Đính chính KQKD quý 4/2022,Wednesday,đính_chính kqkd
2023-01-31,15.0,MSN,MSN: Thông cáo báo chí kết quả kinh doanh quý 4/2022,Tuesday,thông_cáo báo_chí kết_quả kinh_doanh
2023-01-30,18.3,MSN,MSN: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-01-30,15.2,MSN,"Masan Group báo lãi ròng 3.567 tỷ đồng trong năm 2022, mở mới 730 siêu thị WinMart+, doanh thu Phúc Long vươn gần 1.600 tỷ đồng",Monday,masan group báo lãi_ròng mở mới siêu_thị winmart doanh_thu phúc long vươn gần
2023-01-27,17.3,MSN,MSN121015: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.3,MSN,MSN11906: Báo cáo tình hình thanh toán gốc lãi TP 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN121014: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN121013: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN120011: Báo cáo tình hình thanh toán gốc lãi TP 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN120012: Báo cáo tình hình thanh toán gốc lãi TP 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN120009: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN120010: Báo cáo tình hình thanh toán gốc lãi TP 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN120008: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN120007: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN12005: Báo cáo tình hình thanh toán gốc lãi TP 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN12001: Báo cáo tình hình thanh toán gốc lãi TP 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-27,17.2,MSN,MSN12003: Báo cáo tình hình thanh toán gốc lãi kỳ 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi kỳ cuối
2023-01-27,17.2,MSN,MSN12002: Báo cáo tình hình thanh toán gốc lãi trái phiếu 6 tháng cuối năm 2022,Friday,báo_cáo tình_hình thanh_toán gốc lãi cuối
2023-01-16,17.5,MSN,MSN: Giải trình về việc chậm công bố thông tin,Monday,giải_trình việc chậm công_bố
2023-01-16,15.3,MSN,MSN120011: Thông báo chào bán trái phiếu MSNH2227002 ra công chúng,Monday,thông_báo chào bán trái_phiếu ra
2023-01-16,15.2,MSN,MSN120011: Thông báo chào bán trái phiếu MSNH2227001 ra công chúng,Monday,thông_báo chào bán trái_phiếu ra
2023-01-13,17.5,MSN,"MSN: CBTT chào bán TP MSNH2227001, MSNH2227002 ra công chúng",Friday,cbtt chào bán tp ra
2023-01-12,13.4,MSN,"MSN: Chào bán trái phiếu MSNH2227001, MSNH2227002 ra công chúng",Thursday,chào bán trái_phiếu ra
2023-01-09,15.4,MSN,MSN121015: Thông báo lãi suất kỳ 5 của trái phiếu MSN121015,Monday,thông_báo lãi_suất kỳ
2023-01-09,15.4,MSN,MSN121014: Thông báo lãi suất kỳ 5 của Trái phiếu MSN121014,Monday,thông_báo lãi_suất kỳ
2023-01-09,15.4,MSN,MSN121013: Thông báo về lãi kì 5 của TP MSN121013,Monday,thông_báo lãi kì
2023-01-06,19.0,MSN,VCBS: Chiến lược cao cấp hóa của Masan đang đối mặt với vấn đề gì?,Sunday,vcbs chiến_lược cao_cấp hóa masan đang đối_mặt vấn_đề
2023-02-24,19.0,MWG,VNDirect dự báo lợi nhuận Thế giới di động khả quan hơn trong nửa cuối năm khi Bách Hóa Xanh đạt điểm hòa vốn,Saturday,vndirect dự_báo lợi_nhuận thế_giới di_động khả_quan hơn nửa cuối khi bách hóa xanh đạt điểm hòa vốn
2023-02-24,10.3,MWG,"Nửa thập kỷ dang dở của Thế giới Di động: Tham vọng từ chuỗi kính mắt, Điện thoại siêu rẻ, 5 chuỗi AVA... cho đến Bluetronics đều thành 'sửa sai'",Friday,nửa thập_kỷ dang_dở thế_giới di_động tham_vọng chuỗi kính mắt điện_thoại rẻ chuỗi ava bluetronics đều thành
2023-02-21,11.0,MWG,Điểm danh những thương hiệu của Thế giới Di động bị 'khai tử',Tuesday,điểm_danh thương_hiệu thế_giới di_động bị khai_tử
2023-02-17,19.0,MWG,"Tư duy mở chuỗi của ông Nguyễn Đức Tài: “Đi lên thành phố làm việc, không gửi tiền về cho ba mẹ mà còn nói ba mẹ gửi tiền lên là có chuyện!”",Sunday,tư_duy mở chuỗi nguyễn_đức tài đi lên thành_phố làm_việc không_gửi tiền về ba_mẹ mà_còn nói ba_mẹ gửi tiền lên có chuyện
2023-02-17,19.0,MWG,Vì sao Thế giới di động bất ngờ tuyên bố rút hoàn toàn khỏi Campuchia và dồn lực vào Indonesia?,Saturday,thế_giới di_động bất_ngờ tuyên_bố rút hoàn_toàn khỏi campuchia dồn_lực
2023-02-17,11.3,MWG,"MWG đặt mục tiêu lãi ròng tối thiểu 4.200 tỷ đồng, ngưng mở mới An Khang, “dọn dẹp” chuỗi Bluetronics và AvaSprort trong năm 2023",Friday,đặt mục_tiêu lãi_ròng tối_thiểu ngưng mở mới an_khang dọn_dẹp chuỗi bluetronics avasprort
2023-02-15,9.0,MWG,"MWG: 27.2.2023, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2023",Wednesday,tổ_chức đhđcđ thường_niên
2023-02-10,11.5,MWG,Quỹ ngoại quy mô tỷ đô vừa mua vào hơn 4 triệu cổ phiếu Thế Giới Di Động (MWG),Friday,quỹ ngoại quy_mô vừa mua hơn cổ_phiếu thế_giới di_động
2023-02-09,17.1,MWG,MWG: Báo cáo thay đổi về sở hữu của nhóm NĐTNN có liên quan,Thursday,báo_cáo thay_đổi sở_hữu nhóm nđtnn có
2023-02-09,13.2,MWG,"Lợi nhuận tăng trưởng âm, chính sách ESOP từng gây tranh cãi của Thế giới Di động (MWG) tạm thời gián đoạn?",Thursday,lợi_nhuận tăng_trưởng âm chính_sách esop từng gây tranh_cãi thế_giới di_động tạm_thời
2023-02-08,17.5,MWG,MWG: Nghị quyết HĐQT v/v triệu tập họp ĐHĐCĐ thường niên năm 2023,Wednesday,nghị_quyết hđqt v v triệu_tập họp đhđcđ thường_niên
2023-02-08,17.5,MWG,Vụ Thế giới Di động sa thải 7.000 nhân viên: Do nhầm lẫn số liệu?,Wednesday,vụ thế_giới di_động sa_thải nhân_viên nhầm_lẫn
2023-02-08,10.3,MWG,"Nỗ lực tái cấu trúc của ông Nguyễn Đức Tài có trái ngọt đầu tiên: Biên lợi nhuận cửa hàng Bách Hoá Xanh đổi chiều từ âm sang dương, nợ ròng quý 4 của MWG giảm gần 80% so với quý 3",Wednesday,nỗ_lực tái cấu_trúc nguyễn_đức tài có trái ngọt đầu_tiên biên lợi_nhuận cửa_hàng bách_hoá xanh đổi_chiều âm sang dương nợ ròng giảm gần so
2023-02-08,9.1,MWG,"Nhiều ngân hàng tuyển thêm cả nghìn người năm 2022, Vinhomes, FPT tăng hơn 5.000 người, Đất Xanh và Thế giới Di động có động thái cắt giảm gây sốc",Wednesday,nhiều ngân_hàng tuyển thêm người fpt tăng hơn người đất xanh thế_giới di_động có động_thái cắt_giảm gây sốc
2023-02-07,17.3,MWG,MWG: Báo cáo thay đổi về sở hữu của nhóm nhà đầu tư nước ngoài có liên quan là cổ đông lớn,Tuesday,báo_cáo thay_đổi sở_hữu nhóm nhà_đầu_tư nước_ngoài có liên_quan là cổ_đông lớn
2023-02-07,11.3,MWG,"Quỹ đầu tư của SGI Capital chốt lời VCB, tăng tỷ trọng MWG trong tháng đầu năm 2023",Tuesday,quỹ đầu_tư sgi capital chốt lời vcb tăng đầu
2023-02-07,7.2,MWG,"'Gà vàng' chưa đẻ trứng của Thế giới di động: Bách Hoá Xanh lỗ luỹ kế 7.000 tỷ, An Khang lỗ hơn 300 tỷ và MWG Cambodia lỗ hơn 600 tỷ",Tuesday,gà vàng chưa đẻ_trứng thế_giới di_động bách_hoá xanh lỗ luỹ kế an_khang lỗ hơn cambodia lỗ hơn
2023-01-30,18.5,MWG,MWG: Giải trình KQKD riêng và hợp nhất Quý 04 và năm 2022,Monday,giải_trình kqkd riêng hợp_nhất
2023-01-30,18.4,MWG,MWG: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-02-14,10.3,NDF,NDF: Thông báo về việc điều chỉnh tình trạng chứng khoán,Tuesday,thông_báo việc điều_chỉnh tình_trạng
2023-02-14,10.3,NDF,NDF: Quyết định đưa vào diện đình chỉ giao dịch,Tuesday,quyết_định đưa diện đình_chỉ
2023-02-23,16.4,NET,NET: Thông báo về ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2023,Thursday,thông_báo thực_hiện quyền tham_dự đhđcđ thường_niên
2023-02-01,16.4,NET,NET: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-23,16.2,NOS,"NOS: 10.3.2023, ngày GDKHQ Tổ chức Đại hội đồng cổ đông thường niên năm 2023",Thursday,tổ_chức đại_hội_đồng cổ_đông thường_niên
2023-02-17,14.2,NOS,NOS: Thông báo về ngày ĐKCC để thực hiện quyền tổ chức ĐHĐCĐ thường niên năm 2023,Friday,thông_báo thực_hiện quyền tổ_chức đhđcđ thường_niên
2023-02-10,14.2,NOS,NOS: Bổ nhiệm bà Mai Thị Khánh Chi giữ chức Phụ trách quản trị từ 08/02/2023,Friday,bổ_nhiệm mai thị khánh giữ chức phụ_trách quản_trị
2023-01-30,13.0,NOS,Lộ diện các doanh nghiệp lỗ lớn năm 2022,Monday,lộ diện doanh_nghiệp lỗ lớn
2023-01-12,9.5,NOS,NOS: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-02-03,19.0,NSC,Lộ diện quán quân EPS trên sàn chứng khoán,Saturday,lộ diện quán_quân eps sàn
2023-01-30,17.0,NSC,NSC: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-02-01,16.3,NSG,NSG: Bổ nhiệm ông Trần Bá Tòng giữ chức Kế toán trưởng từ 16/01/2023,Wednesday,bổ_nhiệm trần bá tòng giữ chức kế_toán_trưởng
2023-02-23,15.5,NT2,Hơn 53% tổng lượng cổ phiếu lưu hành của NT2 được 'mở khóa' sang dạng tự do chuyển nhượng,Thursday,hơn cổ_phiếu lưu_hành được mở khóa sang dạng tự_do
2023-02-23,14.5,NT2,NT2: Nghị quyết HĐQT v/v triệu tập ĐHĐCĐ thường niên 2023,Thursday,nghị_quyết hđqt v v triệu_tập đhđcđ
2023-02-22,17.2,NT2,NT2: Quyết định giao nhiệm vụ thực hiện công tác KTNB,Wednesday,quyết_định giao nhiệm_vụ thực_hiện công_tác
2023-01-25,15.0,NT2,"Nhơn Trạch 2 (NT2): Giá vốn tăng mạnh, lợi nhuận quý 4 sụt giảm 95% so với cùng kỳ 2021",Wednesday,nhơn_trạch giá vốn tăng mạnh lợi_nhuận sụt giảm so cùng kỳ
2023-01-18,13.3,NT2,NT2: Báo cáo tình hình quản trị công ty năm 2022,Wednesday,báo_cáo tình_hình quản_trị công_ty
2023-01-10,16.4,NT2,NT2: Bổ nhiệm lại ông Lê Việt An giữ chức Kế toán trưởng từ 9.1.2023,Tuesday,bổ_nhiệm lại lê việt an giữ chức kế_toán_trưởng
2023-02-17,16.5,NVT,NVT: Miễn nhiệm bà Ng Siok Leng - Phó TGĐ từ 16.2.2023,Friday,miễn_nhiệm ng siok leng tgđ
2023-02-07,14.4,NVT,NVT: Biện pháp và lộ trình khắc phục tình trạng chứng khoán bị cảnh báo,Tuesday,biện_pháp lộ_trình khắc_phục tình_trạng chứng_khoán bị cảnh_báo
2023-02-06,15.2,NVT,Chủ chuỗi Resort cao cấp chính thức báo lỗ 12 tỷ đồng trong năm 2022,Monday,chủ chuỗi cao_cấp chính_thức báo lỗ
2023-01-31,15.4,NVT,NVT: Giải trình BCTC HN và Cty mẹ quý 4/2022 so với cùng kỳ năm trước,Tuesday,giải_trình bctc hn cty mẹ so cùng kỳ trước
2023-01-31,15.0,NVT,NVT: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-02-09,13.3,OGC,"Thay đổi nhân sự quản trị và điều hành, OGC báo lãi trăm tỷ đồng năm 2022",Thursday,thay_đổi nhân_sự quản_trị điều_hành báo lãi
2023-01-31,16.0,OGC,OGC: Báo cáo tình hình khắc phục tình trạng chứng khoán thuộc diện cảnh báo và kiểm soát,Tuesday,báo_cáo tình_hình khắc_phục tình_trạng chứng_khoán thuộc diện cảnh_báo
2023-01-30,18.5,OGC,OGC: Giải trình KQKD riêng và hợp nhất Quý 04 và năm 2022,Monday,giải_trình kqkd riêng hợp_nhất
2023-01-30,18.4,OGC,OGC: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-02-14,14.1,ONW,ONW: Quyết định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán,Tuesday,quyết_định xử_phạt vi_phạm hành_chính lĩnh_vực
2023-02-10,19.0,ONW,Công ty liên quan cổng game 123game.vn bị Ủy ban Chứng khoán Nhà nước xử phạt,Sunday,công_ty liên_quan cổng game vn bị ủy_ban chứng_khoán nhà_nước
2023-02-10,17.0,ONW,Dịch vụ Một Thế giới bị UBCKNN xử phạt do vi phạm công bố thông tin,Friday,dịch_vụ thế_giới bị ubcknn xử_phạt vi_phạm công_bố
2023-01-31,19.5,ONW,ONW: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-02-22,16.5,OPC,OPC: Bố vợ ông Nguyễn Thế Đề - Kế toán trưởng đăng ký bán 56.028 cp,Wednesday,bố_vợ nguyễn_thế đề kế_toán_trưởng đăng_ký bán
2023-01-27,11.1,OPC,OPC: Báo cáo tình hình quản trị công ty năm 2022,Friday,báo_cáo tình_hình quản_trị công_ty
2023-02-17,17.4,PAC,"PAC: 17.3.2023, ngày GDKHQ tổ chức ĐHĐCĐ thường niên năm 2023",Friday,tổ_chức đhđcđ thường_niên
2023-02-15,16.1,PAC,PAC: Ngày ĐKCC chốt DSCĐ để thực hiện quyền tham dự ĐHCĐ thường niên năm 2023,Wednesday,chốt dscđ thực_hiện quyền tham_dự đhcđ thường_niên
2023-02-01,16.5,PAC,PAC: Thông báo thay đổi nhân sự,Wednesday,thông_báo thay_đổi
2023-01-19,17.1,PAC,PAC: Bổ nhiệm lại có thời hạn chức vụ Tổng Giám đốc đối với ông Lê Văn Năm từ 1.2.2023,Thursday,bổ_nhiệm lại có thời_hạn chức_vụ tổng_giám_đốc đối_với lê văn
2023-01-19,16.4,PAC,PAC: Kế hoạch SXKD và chuẩn bị ĐHĐCĐ thường niên năm 2023,Thursday,kế_hoạch sxkd chuẩn_bị đhđcđ thường_niên
2023-01-19,16.3,PAC,PAC: Nghị quyết HĐQT số 41 về công tác nhân sự,Thursday,nghị_quyết hđqt số công_tác_nhân sự
2023-01-19,16.3,PAC,PAC: Bổ nhiệm ông Nguyễn Duy Hưng giữ chức Phó TGĐ từ 1.2.2023,Thursday,bổ_nhiệm nguyễn_duy_hưng giữ chức tgđ
2023-01-19,14.0,PAC,PAC: Công đoàn PAC đã bán 2.500 cp,Thursday,công_đoàn đã bán
2023-01-18,16.4,PAC,PAC: Giải trình biến động KQKD quý 4/2022 so với cùng kỳ năm trước,Wednesday,giải_trình biến_động kqkd so cùng kỳ trước
2023-01-18,16.4,PAC,PAC: Báo cáo tình hình quản trị công ty năm 2022,Wednesday,báo_cáo tình_hình quản_trị công_ty
2023-01-31,14.5,PAN,PAN: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-02-02,20.2,PBP,PBP: Báo cáo quản trị công ty năm 2022,Thursday,báo_cáo quản_trị công_ty
2023-01-09,14.4,PBP,PBP: Nghị quyết phê duyệt kế hoạch SXKD 2023,Monday,nghị_quyết phê_duyệt kế_hoạch
2023-02-10,17.3,PC1,"PC1: CBTT quyết định chào bán, phương án phát hành trái phiếu riêng lẻ năm 2022 và giải trình chậm CBTT",Friday,cbtt quyết_định chào bán phương_án phát_hành trái_phiếu giải_trình chậm
2023-01-19,17.4,PC1,PC1: Quyết định xử phạt vi phạm hành chính về thuế của Cục thuế TP.Hà Nội,Thursday,quyết_định xử_phạt vi_phạm hành_chính thuế thuế tp hà nội
2023-01-17,16.3,PC1,PC1: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-02-14,17.1,PCE,"PCE: 24.2.2023, ngày GDKHQg Đại hội đồng cổ đông thường niên năm 2023",Tuesday,đại_hội_đồng cổ_đông thường_niên
2023-02-07,11.2,PCE,PCE: Thông báo về ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2023,Tuesday,thông_báo thực_hiện quyền tham_dự đhđcđ thường_niên
2023-02-01,22.3,PCE,PCE: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-19,15.1,PCE,PCE: Nghị quyết HĐQT phê duyệt kế hoạch kinh doanh năm 2023,Thursday,nghị_quyết hđqt phê_duyệt kế_hoạch kinh_doanh
2023-02-23,16.4,PCT,PCT: Ký kết Hợp đồng tín dụng với Ngân hàng thương mại cổ phần Bảo Việt – Chi nhánh Nam Sài Gòn,Thursday,ký_kết hợp_đồng tín_dụng ngân_hàng thương_mại cổ_phần bảo việt chi_nhánh nam
2023-02-23,16.4,PCT,PCT: Nghị quyết việc phê duyệt chốt danh sách cổ đông để tổ chức ĐHĐCĐ TN năm 2023,Thursday,nghị_quyết việc phê_duyệt chốt danh_sách cổ_đông tổ_chức đhđcđ tn
2023-02-22,14.1,PCT,PCT: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-13,16.3,PCT,"PCT: Ngày 18/01/2023, giao dịch đầu tiên 4.599.896 cổ phiếu niêm yết bổ sung",Friday,đầu_tiên cổ_phiếu niêm_yết
2023-02-23,14.2,PET,PET: Giấy chứng nhận đăng ký doanh nghiệp thay đổi lần thứ 21,Thursday,giấy chứng_nhận đăng_ký doanh_nghiệp thay_đổi thứ
2023-02-23,10.4,PET,"PET: 24.2.2023, niêm yết bổ sung 8.981.873 cp",Thursday,niêm_yết bổ_sung
2023-02-16,17.5,PET,PET: Nghị quyết HĐQT v/v thay đổi nội dung đăng ký doanh nghiệp và sửa đổi Điều lệ,Thursday,nghị_quyết hđqt v v thay_đổi nội_dung đăng_ký doanh_nghiệp sửa_đổi
2023-02-16,17.5,PET,PET: Điều lệ công ty ban hành tháng 02/2023,Thursday,điều_lệ công_ty ban_hành
2023-02-02,10.4,PET,PET: Số lượng cổ phiếu có quyền biểu quyết là 98.819.297 cp,Thursday,số_lượng cổ_phiếu có quyền biểu_quyết là
2023-02-02,10.4,PET,PET: Đã phát hành 8.981.873 cổ phiếu để trả cổ tức,Thursday,đã phát_hành cổ_phiếu trả cổ_tức
2023-01-31,9.1,PET,PET: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-01-10,13.2,PET,"PET: 18.1.2023, ngày GDKHQ thực hiện quyền nhận cổ tức bằng cổ phiếu năm 2021 (tỷ lệ 100:10)",Tuesday,thực_hiện quyền nhận cổ_tức cổ_phiếu
2023-02-27,11.1,PGC,PGC: Nghị quyết HĐQT chốt danh sách cổ đông họp ĐHĐCĐ thường niên năm 2023,Monday,nghị_quyết hđqt chốt danh_sách cổ_đông họp đhđcđ thường_niên
2023-02-21,17.2,PGC,PGC: Nghị quyết HĐQT v/v tạm giao kế hoạch SXKD năm 2023,Tuesday,nghị_quyết hđqt v v tạm giao kế_hoạch sxkd
2023-02-03,16.5,PGC,PGC: Giải trình chênh lệch lợi nhuận sau thuế quý 4/2022 so với quý 4/2021,Friday,giải_trình chênh_lệch lợi_nhuận sau thuế so
2023-01-30,17.5,PGC,PGC: Báo cáo tình hình quản trị công ty năm 2022,Monday,báo_cáo tình_hình quản_trị công_ty
2023-02-21,10.4,PGD,"Công ty con của PV GAS lên kế hoạch lợi nhuận 2023 giảm một nửa, cổ phiếu tăng gần 30% từ đầu năm",Tuesday,công_ty_con pv lên kế_hoạch lợi_nhuận giảm một_nửa cổ_phiếu tăng gần đầu
2023-02-20,16.1,PGD,PGD: Nghị quyết HĐQT v/v chấp thuận kế hoạch năm 2023,Monday,nghị_quyết hđqt v v chấp_thuận kế_hoạch
2023-01-18,13.3,PGD,PGD: Giải trình LNST quý 4/2022 tăng so với cùng kỳ năm trước,Wednesday,giải_trình lnst tăng so cùng kỳ trước
2023-01-13,15.4,PGD,PGD: Báo cáo tình hình quản trị công ty năm 2022,Friday,báo_cáo tình_hình quản_trị công_ty
2023-02-02,20.0,PGS,PGS: Nghị quyết HĐQT thống nhất chỉ tiêu kế hoạch SXKD năm 2023,Thursday,nghị_quyết hđqt thống_nhất chỉ_tiêu kế_hoạch sxkd
2023-01-18,15.0,PGS,PGS: Ông Đào Hữu Thắng phụ trách Quản trị từ 16.1.2023,Wednesday,đào hữu thắng phụ_trách quản_trị
2023-01-17,15.2,PGS,PGS: Báo cáo quản trị công ty năm 2022,Tuesday,báo_cáo quản_trị công_ty
2023-02-06,16.0,PHH,PHH: Báo cáo quản trị công ty năm 2022,Monday,báo_cáo quản_trị công_ty
2023-02-23,17.1,PIT,PIT: Nghị quyết HĐQT về tổ chức ĐHĐCĐ thường niên năm 2023,Thursday,nghị_quyết hđqt tổ_chức đhđcđ thường_niên
2023-02-23,17.1,PIT,PIT: Ngày ĐKCC thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2023,Thursday,thực_hiện quyền tham_dự đhđcđ thường_niên
2023-01-19,16.4,PIT,PIT: Giải trình KQKD quý 4/2022 lỗ so với cùng kỳ năm trước,Thursday,giải_trình kqkd lỗ so cùng kỳ trước
2023-01-10,16.1,PIT,PIT: Báo cáo tình hình quản trị công ty năm 2022,Tuesday,báo_cáo tình_hình quản_trị công_ty
2023-02-14,14.0,PIV,PIV: Nghị quyết HĐQT thông qua phương án thoái vốn tại CTCP BOT Cầu Thái Hà,Tuesday,nghị_quyết hđqt thông_qua phương_án thoái vốn ctcp bot cầu
2023-01-18,10.0,PIV,PIV: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-16,8.0,PIV,PIV: Nghị quyết HĐQT thông qua kế hoạch thoái toàn bộ khoản đầu tư tại CTCP BOT Cầu Thái Hà,Monday,nghị_quyết hđqt thông_qua kế_hoạch thoái toàn_bộ khoản đầu_tư ctcp bot cầu
2023-02-27,0.1,PLC,"Nương theo “sóng” đầu tư công, cổ phiếu doanh nghiệp nhựa đường thị phần số 1 Việt Nam tăng 150% sau 3 tháng",Monday,nương theo sóng đầu_tư công cổ_phiếu doanh_nghiệp nhựa_đường thị_phần số việt nam tăng sau
2023-02-23,16.0,PLC,PLC: CBTT về ngày ĐKCC để thực hiện quyền tham dự ĐHĐCĐ thường niên năm 2023,Thursday,cbtt thực_hiện quyền tham_dự đhđcđ thường_niên
2023-02-23,8.1,PLC,"Sóng đầu tư công “thổi hơi nóng” tại cao tốc Bắc - Nam, doanh nghiệp cung cấp nhựa đường 'bốc đầu', cổ phiếu tăng gấp đôi từ đầu năm",Thursday,sóng đầu_tư công thổi hơi nóng cao_tốc bắc nam doanh_nghiệp cung_cấp nhựa_đường bốc đầu cổ_phiếu tăng gấp đầu
2023-02-01,22.5,PLC,PLC: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-01-11,16.3,PLO,PLO: Báo cáo quản trị công ty năm 2022,Wednesday,báo_cáo quản_trị công_ty
2023-02-24,0.0,PLX,"Chuỗi dự án khí - điện Lô B tiến thêm một bước quan trọng, triển vọng nào cho các cổ phiếu dầu khí?",Friday,chuỗi dự_án khí điện lô b tiến thêm bước quan_trọng triển_vọng cổ_phiếu
